jurisdiction,fipst,fipco,jobs_2020,households_2020,pop_2020,county,place_fips,key,permits1417_vlow,permits1417_low,permits1417_total,capacity5_units,density5_mean,n_sites5,jh_ratio_2020,rhna_very_low,rhna_low,rhna_moderate,rhna_above_moderate,rhna_total,permits1825_vlow,permits1825_low,permits1825_mod,permits1825_above,permits1825_total,permits2325_total,permits2325_vlow,permits2325_low,permits1825_adu,permits1825_mf24,permits1825_mf5,permits1825_sf,capacity6_units,capacity6_lower,density6_mean,sites6_vacant_share,n_sites6,capacity6_rezone_units,capacity_vintage,sf_share,mf_share,zhvi_latest,zhvi_yoy,zori_latest,zori_yoy,acs_geo,acs_units,acs_med_income,acs_med_rent,acs_med_value,acs_owner_share,acs_poc_share,place_fips5,nzlud_zri,nzlud_parking,nzlud_minlot,nzlud_adu_allowed,nzlud_mf_permitted,nzlud_approval_steps,jobs_2022,workers_2022,sb79_share,sb79_tier1_share,tpa_share,hqta_share,epc_share,hra_share,tra_share,jh_ratio_2022,permits1825_per_1k,permits1825_mf_per_1k,adu_share_1825,permits1825_belowmod_per_1k,capacity6_per_1k,capacity5_per_1k,cap_ratio_6_to_5,rhna_per_1k,rhna6_progress,rhna6_lowinc_progress,capacity_vs_rhna,mf_allowed_share,D_demand,C_capacity,F_friction,F_coverage,P_delivery,zmi_core,zmi_full,zmi_realized,C_capacity_5th,zmi_core_5th
Unincorporated Napa,6,55,21185,11260,27690,Napa,6055,uninc::napa,0,1,103,997.0,20.0,30.0,1.8814387211367671,369,213,120,312,1014,34,31,38,154,257,135,20,18,121,0,0,136,100.0,50.0,20.0,0.0,1.0,200.0,6th_cycle,1.0,0.0,,,,,county_proxy,55817.0,111471.0,2237.0,869500.0,0.6341056608323453,0.5144992548324671,,,,,,,,,,0.0,0.0,0.0,0.0,0.987379588359186,0.0,0.0,,22.824156305506218,0.0,0.4708171206225681,5.772646536412078,8.880994671403197,88.54351687388987,0.10030090270812438,90.05328596802842,0.13313609467455623,0.06529209621993128,0.09861932938856016,0.0,-0.8169550477737954,-1.1955767827110853,,False,-1.0645674980057327,0.3786217349372899,0.3786217349372899,0.24761245023193734,-0.9620317161028831,0.14507666832908772
Unincorporated San Mateo,6,81,24430,21980,63760,San Mateo,6081,uninc::san mateo,0,5,162,4965.0,3.88115154938629,2656.0,1.1114649681528663,811,468,433,1121,2833,256,308,187,574,1325,539,151,170,375,39,441,470,1609.0,746.0,,0.9312796208530806,422.0,1975.0,6th_cycle,0.9832955339170708,0.0167044660829292,,,,,county_proxy,287184.0,158855.0,2922.0,1559600.0,0.5847045787178682,0.6529959317832799,,,,,,,,,,4.9188830056326325e-06,4.9188830056326325e-06,0.01001528623987286,0.013705005468991756,0.9892375363198063,0.0009152141549208974,0.001526841507933526,,60.282074613284806,21.83803457688808,0.2830188679245283,25.659690627843496,73.20291173794358,225.8871701546861,0.3240684793554884,128.8898999090082,0.1902576773738087,0.2509773260359656,0.567949170490646,0.016704466082929192,-0.7586573289478221,-0.7474696604214542,,False,-0.4150910510453639,-0.011187668526367878,-0.011187668526367878,-0.3435662779024582,-0.4152536385058208,-0.3434036904420013
Unincorporated Santa Clara,6,85,34395,28220,88170,Santa Clara,6085,uninc::santa clara,40,0,270,,,,1.2188164422395464,828,477,508,1312,3125,57,0,2597,813,3467,452,0,0,461,17,2532,457,6198.0,1697.0,71.31818181818181,0.045454545454545456,22.0,,6th_cycle,0.9973645785751922,0.0026354214248078,,,,,county_proxy,698837.0,164281.0,2857.0,1490600.0,0.5507626415592255,0.7278658203503909,,,,,,,,,,5.470338406141158e-12,1.5958099538242947e-12,0.004810543085859713,0.017604918204739087,0.9816408965760859,0.00169176038670372,0.0022268876982602256,,122.85613040396882,90.32600992204111,0.13296798384770694,2.019844082211198,219.63146704464918,,,110.73706591070163,0.14464,0.0,1.98336,0.002635421424807771,-0.7420680604043812,0.10306444404943182,,False,0.6698698133813675,-0.845132504453813,-0.845132504453813,-1.4119378737857486,-1.1433714009166356,0.40130334051225436
Unincorporated Solano,6,95,4080,9070,24990,Solano,6095,uninc::solano,4,38,107,1382.6113558312,1.0016087328767125,584.0,0.4498346196251378,237,137,149,385,908,9,123,59,189,380,119,6,27,138,2,0,240,133.0,0.0,1.988235294117647,1.0,102.0,,6th_cycle,0.9909028251561072,0.0090971748438929,,,,,county_proxy,164693.0,100401.0,2163.0,617700.0,0.6301932551170705,0.6679463973552724,,,,,,,,,,0.0,0.0,0.0004865451299045569,0.0004865451420565387,0.9893700970179048,0.0,0.0,,41.89636163175303,0.2205071664829107,0.3631578947368421,14.553472987872105,14.66372657111356,152.43785621071666,0.09619478347191997,100.11025358324146,0.13105726872246695,0.08823529411764706,0.14647577092511013,0.00909717484389283,-0.8148854045363716,-1.1305668781760247,,False,-0.7338777877765046,0.31568147363965315,0.31568147363965315,-0.08100761675986701,-0.7033460311406607,-0.11153937339571085
Unincorporated Sonoma,6,97,55555,56560,144500,Sonoma,6097,uninc::sonoma,125,119,1057,4624.0,10.2953125,357.0,0.9822312588401696,1036,596,627,1622,3881,437,569,878,2817,4701,1836,326,239,1145,69,885,2602,1673.0,669.0,3.673469387755102,0.2653061224489796,49.0,685.0,6th_cycle,0.9836120867142528,0.016387913285747,,,,,county_proxy,207699.0,104674.0,2158.0,815500.0,0.6261740960638331,0.4207364341085271,,,,,,,,,,0.0,0.0,0.0045521696865367355,0.005878181069862285,0.9458501368220164,0.0004543614555684971,0.0005333263368962488,,83.11527581329561,16.867043847241867,0.24356519889385236,17.786421499292786,29.57920792079208,81.75388967468176,0.36180795847750863,68.61739745403112,0.47307395001288327,0.34620098039215685,0.4310744653439835,0.01638791328574718,-0.7919507128252008,-1.0155329810105214,,False,-0.019190075815923635,0.22358226818532057,0.22358226818532057,-0.7727606370092772,-0.9330295956442105,0.1410788828190097
Union City,6,1,24065,22450,76215,Alameda,6001,union city,0,0,325,1678.0,45.166666666666664,54.0,1.0719376391982185,862,496,382,988,2728,75,82,114,155,426,259,75,82,199,4,152,71,2113.0,1295.0,26.42105263157895,0.5087719298245614,57.0,,6th_cycle,0.8674259172911929,0.1325740827088071,1265098.1941590568,-0.0613562837685262,2716.954306722689,0.0356233739103992,place,20505.0,121605.0,2522.0,1173400.0,0.6166135800596593,0.9122436032987946,0681204,,,,,,,27474.0,37298.0,0.04267936508595287,0.04267936508595289,0.2740990804091223,0.3707490743230407,1.0000000000000007,0.014803690481053842,0.12554940745047924,1.3398683247988294,18.975501113585747,6.948775055679287,0.4671361502347418,6.993318485523385,94.12026726057907,74.74387527839643,1.259237187127533,121.51447661469933,0.09494134897360704,0.11561119293078057,0.7745601173020528,0.1325740827088071,-0.03885122583317355,-0.2422618748092227,,False,-1.1312986729494563,0.20341064897604916,0.20341064897604916,1.0924474471162828,-0.5799646430968702,0.5411134172636967
Vacaville,6,95,29190,30585,92735,Solano,6095,vacaville,14,26,1018,10715.04,39.87943262411348,280.0,0.9543894065718488,487,279,305,791,1862,41,91,92,3686,3910,1622,0,0,228,320,860,2502,2169.0,1356.0,28.746268656716417,0.8805970149253731,67.0,,6th_cycle,0.8202017420801474,0.1797982579198526,608698.434573546,-0.0159172659329202,2483.417765771492,0.0035828123218919,place,35830.0,111126.0,2299.0,620900.0,0.6753163449763835,0.5570782486646653,0681554,,,,,,,34939.0,45843.0,0.0,0.0,0.0,0.0,0.999868434432613,0.0,9.574103638869235e-07,0.9751325704716718,127.84044466241622,38.581003760013076,0.058312020460358056,4.315841098577734,70.91711623344777,350.33643943109365,0.20242574922725443,60.8795161026647,0.8711063372717508,0.0,1.164876476906552,0.1797982579198526,-0.8240770675782496,-0.2305756103735886,,False,0.7562919868858167,-0.5935014572046611,-0.5935014572046611,-1.5803690544640663,0.5618069852050113,-1.3858840527832608
Vallejo,6,95,32325,42375,122225,Solano,6095,vallejo,1,0,141,4393.37,24.957142857142856,333.0,0.7628318584070797,724,416,501,1297,2938,101,60,32,646,839,399,27,59,242,7,386,204,4393.37,,,,,,5th_cycle_fallback,0.8469526659908078,0.1530473340091921,523551.3821944611,-0.0520233557124131,2130.7779007109634,0.0022818731707829,place,47084.0,90171.0,2073.0,589500.0,0.573887227108353,0.7946373965944571,0681666,,,,,,,29076.0,56118.0,0.0,0.0,0.029040068125038787,0.02904006827022487,0.9790869256210444,0.0,1.795554731219384e-06,0.6175346189788463,19.799410029498524,9.274336283185841,0.28843861740166865,3.799410029498525,103.67834808259587,103.67834808259587,1.0,69.33333333333333,0.13580667120490128,0.07543859649122807,1.495360789652825,0.15304733400919224,-0.9674647607791895,-0.11711177438568274,,False,-1.117013056996931,-0.8503529863935068,-0.8503529863935068,0.14954829621774146,-0.40958657964511336,-0.5578781811340762
Walnut Creek,6,13,57520,32505,69010,Contra Costa,6013,walnut creek,42,16,983,2674.0,29.904761904761905,187.0,1.7695739117058915,1657,954,890,2304,5805,133,90,109,782,1114,231,76,63,193,24,801,96,6449.0,3067.0,47.6039846743295,0.16475095785440613,261.0,,6th_cycle,0.8598292546689901,0.14017074533101,1043420.0742137504,-0.0141866275496286,2871.4243731308948,0.0410329541783764,place,34389.0,130432.0,2680.0,1057300.0,0.6436260280599904,0.3869849332268006,0683346,,,,,,,57790.0,30926.0,0.0,0.0,0.04870861265099493,0.04791317464237983,1.0000000000000038,0.09961897440152881,0.03315124777818734,1.680479223007357,34.27165051530534,25.380710659898476,0.1732495511669659,6.860483002614982,198.40024611598216,82.26426703584065,2.4117427075542257,178.58790955237654,0.03979328165374677,0.05323630792799693,1.1109388458225669,0.14017074533100993,-0.2377175235682472,0.4207929565602168,,False,-0.8660813513680594,-0.658510480128464,-0.658510480128464,0.6283638277998123,-0.5282747208906823,0.29055719732243507
Windsor,6,97,8330,8800,26170,Sonoma,6097,windsor,0,0,108,2999.0,26.153846153846153,105.0,0.946590909090909,385,222,108,279,994,66,416,22,296,800,467,12,227,70,0,555,175,496.0,390.0,26.0,0.5,28.0,,6th_cycle,0.8739627446402964,0.1260372553597036,806382.8750525451,-0.010190302344443,3800.0,,place,9650.0,133979.0,2433.0,801100.0,0.7560922541340296,0.41440128829416045,0685922,3.695431131,2.0,1.0,1.0,0.6,2.0,8594.0,13334.0,0.0,0.0,0.10574252419718158,0.10574252629109866,1.0000000000000007,0.0,1.892876959801717e-06,0.8905699481865285,90.9090909090909,63.06818181818182,0.0875,54.77272727272727,56.36363636363637,340.79545454545456,0.1653884628209403,112.95454545454545,0.46981891348088534,0.39373970345963755,0.49899396378269617,0.12603725535970356,-0.21263567346590054,-0.49465879304934535,0.24269406673776778,True,0.11594555278712265,0.28202311958344484,0.5247171863212126,-0.3285812262530232,0.3526034625799912,-0.5652391360458917
Woodside,6,81,2000,2130,5680,San Mateo,6081,woodside,12,3,24,547.0,1.0,538.0,0.9389671361502347,90,52,52,134,328,57,37,37,84,215,100,25,19,144,0,0,71,127.0,0.0,0.508203125,1.0,128.0,124.0,6th_cycle,1.0,0.0,3983810.7857429194,0.0276343738984308,,,place,2062.0,250001.0,3501.0,2000001.0,0.874439461883408,0.18650019508388604,0686440,2.842197204,1.0,1.0,1.0,0.2,2.0,2308.0,2198.0,0.0,0.0,0.0,0.0,0.9999999999999964,0.02478928607247049,0.0,1.1193016488845782,100.93896713615024,0.0,0.6697674418604651,44.13145539906103,59.624413145539904,256.8075117370892,0.23217550274223034,153.9906103286385,0.3048780487804878,0.30985915492957744,0.3871951219512195,0.0,0.45458416854840733,-0.8849621043058642,-0.8214158023664755,True,0.28985186338020275,1.3395462728542715,0.518130470487796,0.16473230516820458,-0.3587729141681968,0.8133570827166041
Yountville,6,55,2820,1010,2995,Napa,6055,yountville,0,0,12,234.0,12.5,38.0,2.792079207920792,19,11,12,30,72,1,3,10,5,19,12,1,3,17,0,0,2,93.0,40.0,12.0,0.6666666666666666,6.0,,6th_cycle,0.5118647170018837,0.4881352829981162,1341891.1874395604,-0.0019777298879952,4200.0,,place,1822.0,80342.0,2399.0,802200.0,0.6689053055742109,0.2998805256869773,0686930,,,,,,,2830.0,1128.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,1.553238199780461,18.81188118811881,0.0,0.8947368421052632,3.9603960396039604,92.07920792079207,231.68316831683168,0.3974358974358974,71.2871287128713,0.16666666666666666,0.13333333333333333,1.2916666666666667,0.48813528299811626,0.22105858881783166,0.9026302775629503,,False,-1.1341356508874996,-0.6815716887451186,-0.6815716887451186,1.3551942397053311,1.140078971815151,-0.9190203829973193
